q_type,question,answer
general_info,When should one see a dermatologist for acne?,"You should see a dermatologist if you have any form of severe acne, chronic or recurrent outbreaks, acne that doesn't respond to over-the-counter medications, acne that returns after prescription drug treatment, pimples in unusual places, deep painful acne cysts or nodules, severe acne scarring, or if you feel depressed or anxious because of your acne."
general_info,What is a blackhead?,A blackhead is a plug that develops at the skin's surface within a follicle. The dark color is due to oxidation of the plug when exposed to air.
general_info,What is a pustule?,"A pustule is a red, inflamed bump with an obvious white head."
general_info,What is the difference between a blackhead and a pimple?,"Blackheads develop when a plug forms at the surface of the skin, while pimples form when the plug develops deeper within the pore. Blackheads do not usually become red and swollen because they do not usually lead to a break in the follicle wall."
general_info,What is milia?,"Milia are a type of blemish that can appear as white bumps on the skin, and are different from pustules."
general_info,What are milia?,"Milia are hard, raised cysts that form under the outer layer of skin, caused by keratin and dead skin cells becoming trapped."
treatment,How can milia be treated?,"Milia usually go away on their own in a few weeks, but if they last for months or years, you could choose to treat them conservatively at home or see a healthcare provider to have them removed."
prevention,How can I prevent milia?,"Avoiding thick, heavy moisturizers and eye creams, using skincare products labeled 'oil-free' or 'noncomedogenic', washing your face twice a day with a mild soap, exfoliating your skin two to three times per week, and using sunscreen with at least SPF 30 every day can help prevent milia."
general_info,What causes acne?,"The main factors that lead to acne may include a diet high in sugar, cow's milk, saturated fats, and trans fats, which may cause more sebum production."
symptoms,What are the symptoms of acne papules?,"Acne papules are red, inflamed bumps on the skin that can be small or large, feel hard, and can be tender to the touch."
general_info,What are acne papules?,"Acne papules are red, inflamed bumps on the skin that develop when excess oil, bacteria, and dead skin cells cause inflammation."
general_info,What are acne nodules?,"Acne nodules are similar to papules, but they occur deeper in the skin, spill infected material into the dermis, are more serious, and take longer to heal."
treatment,What should you do if you have acne papules?,"Avoid touching your face and acne papules, use your fingers to wash your face instead of washcloths, use alcohol-free products, keep up with your skin care treatment plan, stay away from ultraviolet rays, and use oil-free shampoo and cosmetics."
prevention,How can one prevent acne from spreading?,Try not to touch your face and any acne papules you have.
general_info,What is a pustule?,A pustule is a pimple that is filled with white or yellow pus and often develops from an acne papule.
general_info,When can a zit be popped?,A zit can only be popped when it is a pustule (filled with pus). Trying to pop a papule will worsen it and can cause scarring.
general_info,What are nodulocystic breakouts?,Nodulocystic breakouts are larger and deeper than average pimples. They are painful and often leave scarring.
treatment,How should I wash my face to help with acne?,Use lukewarm water and your fingers to apply cleanser instead of a washcloth or sponge.
treatment,What can be done to help extract blackheads?,Steaming the face can soften the plugs of oil trapped within pores making them easier to extract.
prevention,Can hot water help clean pores?,"No, hot water can irritate the skin and make blemishes look redder, it does not clean the pores better."
general_info,When should I consult a healthcare provider about my acne?,"Consult a healthcare provider if your acne is very inflamed, severe, or painful, if it appears in unusual places, or if at-home treatments are ineffective."
general_info,Why does acne occur?,Acne is triggered by hormonal changes in the body.
treatment,What are the treatments for comedones?,Over-the-counter acne products or prescription medications are needed to keep comedones from forming. Surgical treatment is also an option. Oral treatments can take six weeks to a few months before noticeable clearing.
